Soil_Moisture,Humidity,Temperature
91,90.06,27.37
89,88.94,28.94
45,68.69,30.56
60,61.69,17.34
66,89.5,28.45
90,71.38,28.38
38,59.0,25.64
48,60.94,18.05
88,86.12,26.4
82,82.12,18.81
64,68.81,14.82
89,84.19,28.57
38,69.19,26.19
83,82.38,22.74
73,91.12,27.83
91,74.75,22.87
94,92.31,27.32
45,61.5,25.7
89,92.38,28.15
83,88.44,27.93
41,52.19,21.38
91,89.56,28.77
92,75.12,24.69
95,90.81,28.44
46,59.81,17.19
35,50.94,31.75
91,90.0,29.01
62,64.31,22.85
70,82.12,17.8
45,70.88,26.76
95,89.75,28.48
38,56.5,32.97
55,73.75,29.63
52,75.31,29.77
82,85.75,23.9
92,79.31,29.7
88,80.06,25.12
89,93.81,27.12
56,82.44,29.93
84,79.94,21.19
94,85.0,29.34
82,86.12,18.11
76,88.06,28.12
76,73.69,15.27
81,84.06,14.48
51,74.5,32.28
37,40.62,30.02
95,91.25,28.26
83,82.19,21.41
91,93.81,28.56
38,64.06,26.54
76,83.44,28.97
83,81.44,17.75
82,85.12,30.2
91,89.94,25.9
88,85.56,28.72
92,88.94,28.36
84,75.56,18.3
45,66.25,25.73
87,81.62,27.32
34,45.12,28.76
52,59.69,16.82
31,57.81,30.82
98,92.62,28.27
83,75.69,17.11
44,72.81,24.01
95,87.88,27.73
95,90.06,28.19
76,87.75,28.19
89,84.69,22.41
91,91.38,28.73
92,89.56,27.87
93,94.0,27.87
95,93.12,27.25
91,91.12,28.41
52,74.88,31.51
76,84.44,26.5
43,66.88,19.49
91,91.12,28.29
95,92.12,27.61
55,78.94,28.82
91,88.69,28.37
59,57.44,18.84
85,87.31,28.58
46,52.31,17.19
45,57.88,28.37
50,65.75,30.91
62,62.75,25.88
38,64.88,30.35
76,86.88,28.97
93,71.38,22.82
79,88.12,29.26
61,73.44,20.58
88,85.62,29.3
82,81.75,14.81
53,51.69,22.08
89,89.62,28.48
88,79.56,29.72
43,74.62,27.71
62,53.56,17.76
78,92.31,27.01
97,94.81,28.26
46,36.38,25.12
94,89.38,27.75
87,87.81,28.03
56,62.88,22.27
82,88.56,29.01
71,79.25,25.28
91,89.94,29.21
41,66.75,32.21
89,90.94,28.86
83,83.12,21.37
90,81.62,27.52
79,91.69,27.38
39,51.56,27.45
80,77.44,20.84
86,87.06,28.69
77,87.06,27.71
46,64.06,26.01
65,83.06,29.8
81,72.44,23.87
84,90.56,27.7
42,76.25,28.19
95,91.25,26.74
54,69.75,18.55
79,88.06,28.34
55,66.06,30.9
91,81.62,27.37
96,90.5,27.56
82,86.69,18.43
31,34.75,28.81
92,88.94,28.38
79,88.75,29.23
53,89.56,28.63
87,92.44,22.89
57,81.0,27.32
76,94.38,21.84
84,88.0,28.62
81,84.5,27.19
94,90.25,28.42
49,55.38,21.21
77,87.31,29.4
46,73.75,30.41
80,86.0,17.2
70,85.0,27.98
34,58.38,31.66
45,57.75,16.19
41,46.44,19.43
76,80.06,27.37
66,68.12,22.12
89,82.25,30.8
56,78.81,21.24
55,75.81,27.97
76,81.06,28.9
76,89.12,22.71
51,60.0,23.76
86,84.12,26.3
77,84.44,17.45
45,54.69,28.2
96,92.62,28.32
62,72.5,28.18
90,80.38,27.7
57,61.88,20.3
34,71.0,27.25
77,90.0,28.29
55,79.5,28.33
32,58.81,30.14
91,93.62,28.05
87,82.12,23.05
84,77.56,28.26
87,78.81,22.62
82,90.31,25.19
85,93.0,29.05
87,83.19,23.37
79,91.94,27.29
90,91.12,28.93
48,57.06,17.59
84,86.88,28.94
88,82.19,28.95
45,56.5,17.1
80,87.38,16.87
95,90.75,28.49
89,89.94,28.35
74,84.56,27.26
65,68.25,17.58
44,57.81,31.49
56,82.81,27.04
47,41.06,24.01
80,71.94,24.16
46,39.44,25.73
31,54.12,30.43
94,91.25,28.55
72,81.06,23.94
45,51.25,25.62
46,59.62,18.14
44,51.69,15.14
93,92.12,28.11
82,86.06,17.05
83,88.94,23.26
40,63.19,23.08
63,64.81,20.91
34,57.81,31.33
92,91.25,28.16
48,50.94,24.16
51,56.0,22.43
92,83.0,23.29
51,55.88,20.71
82,80.12,19.05
43,68.12,29.97
52,87.94,27.9
97,94.0,28.3
87,82.56,28.01
55,68.75,29.85
96,90.0,28.22
38,65.31,32.94
88,89.69,28.44
38,67.75,29.73
92,85.44,26.73
80,90.0,15.35
45,52.88,26.85
48,69.88,30.59
83,85.31,17.01
70,81.88,24.96
91,92.56,27.99
61,56.5,19.83
95,92.81,27.82
92,87.38,29.19
48,49.44,23.71
95,82.56,29.15
65,42.94,20.9
55,77.38,31.05
77,82.62,28.83
43,61.31,25.95
89,88.19,28.29
92,87.69,28.08
55,72.69,28.89
51,70.38,32.59
74,85.94,27.26
91,84.0,28.74
81,78.19,18.83
52,72.56,31.76
45,57.62,28.33
84,82.94,27.94
52,68.69,16.01
66,65.5,16.21
58,59.38,22.32
91,92.12,26.57
97,90.94,27.06
42,49.94,27.19
98,90.88,27.58
45,64.81,28.8
96,93.62,28.18
80,93.88,24.56
91,91.19,28.03
97,93.62,27.74
86,81.88,27.3
51,73.62,30.32
64,84.56,25.98
91,91.06,28.36
83,93.06,27.33
91,87.0,29.52
81,85.56,18.26
49,63.06,15.73
37,46.31,23.05
77,82.69,29.9
92,93.0,28.22
43,72.12,29.21
57,71.56,18.81
97,89.19,28.36
92,88.06,28.53
40,70.44,29.89
91,92.5,27.98
92,93.44,26.55
81,84.12,18.55
76,89.06,28.34
61,68.94,19.5
53,89.62,29.07
89,89.75,28.67
79,84.38,29.42
67,68.56,14.93
95,90.0,27.64
90,84.81,28.83
40,44.62,27.18
87,82.19,22.67
62,66.81,19.59
79,83.44,29.79
52,73.0,28.09
90,86.44,27.98
89,88.56,29.08
33,48.0,34.3
92,90.81,26.66
82,88.44,15.19
81,77.69,24.61
84,83.06,20.95
36,67.06,31.25
92,83.06,28.12
37,65.38,26.78
83,93.12,28.04
43,53.06,30.82
76,93.06,26.92
91,89.88,27.33
88,68.94,22.93
38,43.62,18.51
91,88.75,28.77
40,68.5,29.19
88,79.56,25.12
61,75.5,22.06
88,81.44,26.88
45,52.75,26.72
95,93.56,26.91
43,80.5,28.39
76,83.25,26.66
89,88.81,29.93
78,82.81,29.69
85,89.25,29.15
34,66.75,30.55
97,94.38,26.73
34,46.0,29.05
51,63.31,19.59
95,92.94,27.56
98,95.56,27.9
81,86.25,14.3
83,81.88,19.85
92,82.44,29.19
94,86.62,29.33
80,75.12,25.9
84,80.19,18.42
76,85.44,27.44
61,60.56,19.43
45,65.75,27.82
70,91.06,28.66
36,69.62,30.64
91,91.88,27.93
91,91.88,26.94
55,72.19,30.07
33,48.62,33.9
78,87.19,28.36
70,87.38,17.23
34,59.81,32.76
98,92.12,27.48
96,91.75,28.62
84,88.56,27.95
70,73.62,15.11
83,75.25,28.1
80,75.62,25.43
91,81.81,28.83
42,68.81,29.51
79,71.56,29.65
96,89.94,28.62
90,93.0,28.4
84,85.75,27.84
91,90.56,28.71
41,68.88,28.92
92,82.31,29.44
52,71.06,31.37
92,92.38,26.74
51,71.31,31.08
92,91.25,28.3
87,90.5,27.3
81,69.75,23.87
74,80.44,28.39
80,78.0,13.87
93,88.5,29.11
79,88.62,28.55
82,78.44,18.99
76,87.38,27.3
40,62.06,22.73
54,76.19,29.23
91,89.12,28.6
40,59.81,21.68
45,32.69,23.83
56,82.88,28.73
41,46.88,19.48
40,66.88,32.84
90,80.0,28.57
77,85.44,27.87
35,63.31,31.11
53,54.5,15.64
40,57.81,24.9
82,82.62,14.99
90,87.75,28.99
82,86.56,15.23
57,65.75,24.37
83,77.38,16.48
77,86.81,28.86
41,64.12,28.49
55,77.31,30.69
79,87.56,28.33
93,87.56,29.08
61,73.12,21.7
96,91.56,28.42
89,89.12,27.8
50,63.12,17.73
67,83.75,27.3
65,71.62,17.04
86,86.75,28.35
82,85.0,25.82
64,84.62,28.21
91,91.5,28.72
41,44.31,19.1
42,63.0,32.67
41,47.12,18.37
37,45.25,29.92
37,53.44,28.83
61,78.25,22.73
41,68.88,29.83
96,90.31,28.55
72,75.0,17.08
47,71.31,30.15
85,80.19,21.86
82,88.0,29.5
91,89.25,28.95
74,86.0,29.6
43,62.25,30.15
95,82.12,29.5
83,82.75,16.94
86,82.56,24.45
82,78.06,17.19
51,47.25,18.85
84,89.38,28.57
92,89.06,28.29
93,89.56,27.62
91,92.5,27.15
65,80.44,29.62
40,42.31,19.12
91,90.31,28.33
37,52.06,32.27
51,77.81,30.85
79,83.81,19.15
84,93.25,28.37
41,49.94,18.84
92,78.38,27.18
52,55.12,23.14
77,89.0,28.19
97,91.38,28.06
58,81.12,29.51
84,90.5,27.29
57,92.81,26.41
95,92.5,27.8
93,89.69,28.33
33,52.19,33.98
54,75.94,31.44
82,84.88,29.37
91,89.06,28.8
41,53.69,29.91
43,56.0,20.4
38,55.94,29.55
80,82.88,16.28
70,84.25,25.15
60,66.56,21.12
51,56.56,25.04
76,71.94,14.87
38,47.38,30.37
59,71.25,21.38
88,89.31,26.72
53,51.81,19.15
84,82.88,21.98
92,85.62,29.08
43,44.38,18.94
84,91.31,28.92
40,68.0,20.48
83,87.81,19.4
91,90.69,27.12
92,87.44,27.93
82,78.0,18.84
84,91.88,28.31
72,74.5,18.77
77,86.81,28.49
95,91.25,27.92
91,87.19,29.44
57,68.06,24.12
91,88.56,28.68
58,78.56,18.95
96,93.44,27.65
50,60.56,19.1
92,88.88,28.66
91,94.75,27.54
86,78.0,17.93
39,50.5,22.09
80,81.0,15.61
66,75.62,20.37
75,80.0,21.64
45,51.12,17.96
87,87.06,29.5
83,74.06,28.3
84,81.81,21.94
70,82.56,16.76
50,76.38,29.29
92,91.12,27.87
34,56.81,31.34
84,72.5,26.56
79,88.12,29.19
98,93.31,28.23
60,64.12,16.66
81,81.75,16.23
55,71.75,23.71
41,61.56,30.78
46,70.38,20.71
45,62.25,28.78
84,74.19,22.16
59,82.38,30.12
82,72.38,15.12
95,91.0,28.4
38,60.5,24.11
94,88.88,27.08
52,67.81,19.86
59,82.88,29.93
79,86.62,29.63
62,67.62,17.58
83,72.44,25.9
31,50.56,29.9
91,90.5,28.16
85,92.06,28.97
58,80.12,24.2
38,42.88,22.03
98,94.06,27.03
55,52.69,18.44
92,80.19,24.45
80,83.25,16.93
81,74.25,25.7
79,91.75,21.23
79,83.81,29.85
80,78.62,25.12
81,75.94,22.66
52,64.25,25.56
82,81.31,15.26
93,93.0,28.43
92,83.19,29.57
36,42.5,28.35
91,89.5,29.2
90,88.62,29.33
90,77.31,29.69
45,44.62,22.71
89,83.81,26.26
94,89.19,27.38
48,69.88,29.67
56,57.12,18.23
91,88.38,28.44
85,85.62,29.17
91,88.69,27.94
62,58.5,23.26
89,87.25,29.19
51,78.5,30.31
94,91.94,27.58
94,91.69,27.14
88,79.38,23.12
72,77.56,17.57
61,67.06,15.95
98,92.62,27.73
78,82.31,17.01
94,79.38,25.19
41,67.31,29.23
89,93.06,27.37
94,88.19,28.05
53,78.38,30.83
82,75.56,14.94
92,84.44,28.74
83,79.69,21.9
76,74.12,20.01
43,57.0,19.94
80,83.0,29.4
93,89.19,28.98
47,71.5,30.73
43,74.19,29.15
87,87.75,29.31
80,79.5,16.28
91,89.0,28.98
95,86.94,28.29
78,80.5,18.62
38,61.75,22.68
98,91.56,27.65
90,83.44,25.07
43,82.75,27.27
93,80.56,28.48
34,45.44,27.55
89,86.94,30.05
89,83.56,24.18
76,82.56,29.08
41,63.38,28.85
59,84.56,28.05
66,66.5,16.84
88,85.44,25.76
84,74.0,27.82
91,89.38,28.88
51,62.25,17.16
58,77.44,27.97
39,48.31,16.94
67,75.19,18.53
43,50.25,27.41
51,49.12,19.8
45,48.31,23.94
51,79.62,28.51
91,93.38,27.87
51,52.06,21.62
83,84.88,29.65
76,79.81,18.55
86,80.81,21.65
91,94.19,27.83
53,69.81,24.81
62,70.94,15.95
92,77.94,22.54
83,87.56,29.39
72,77.12,18.7
95,90.38,28.54
94,82.5,28.89
68,86.0,29.18
54,70.94,17.64
89,89.56,29.52
41,47.5,18.39
43,77.31,29.19
44,56.81,16.72
44,73.31,29.23
82,83.19,19.23
95,91.88,27.74
78,75.31,18.38
62,71.62,22.14
34,45.12,28.78
32,48.06,33.57
91,90.12,28.21
95,90.5,28.83
90,93.81,27.4
97,92.75,26.71
91,94.38,27.65
91,89.5,28.8
95,89.75,28.3
53,64.38,19.67
93,92.12,27.87
81,85.69,27.25
82,79.25,18.9
92,86.12,24.2
58,64.19,21.36
88,88.25,28.01
82,80.12,16.22
87,86.81,25.26
50,56.56,24.01
95,91.38,28.24
82,83.5,19.4
95,89.44,28.16
88,77.88,23.3
88,88.88,27.55
90,94.31,28.03
82,91.06,28.99
89,92.12,28.13
84,89.94,23.47
85,87.0,27.37
39,48.06,27.89
60,78.56,30.11
69,61.81,22.23
80,88.19,29.32
91,88.31,27.8
86,90.62,28.48
94,79.94,27.5
92,86.0,26.82
94,91.06,28.12
51,59.0,32.81
59,60.81,18.11
43,61.75,30.3
44,66.25,28.03
88,84.5,28.2
95,89.88,28.55
88,90.19,28.73
81,78.75,14.01
54,71.75,30.24
38,45.56,21.56
91,88.62,28.64
80,73.81,12.06
91,76.56,29.62
48,43.19,21.94
77,87.62,28.73
96,88.88,28.74
55,57.81,18.5
85,84.69,23.1
49,69.06,30.39
72,90.81,24.65
51,73.62,31.26
91,88.5,28.69
57,87.12,27.66
88,85.94,25.23
52,67.0,19.88
95,89.31,25.86
63,43.69,20.76
65,62.25,21.42
91,91.38,29.05
95,89.75,27.93
93,90.06,28.18
80,84.94,18.76
91,90.25,28.42
41,60.81,27.98
90,87.62,27.72
46,48.31,22.44
86,88.44,28.97
54,73.25,29.4
80,85.25,22.02
77,78.56,22.51
88,85.31,26.25
91,85.94,28.24
76,79.19,28.53
33,59.38,30.73
52,81.25,29.74
44,59.31,28.01
38,47.81,27.8
48,52.56,21.79
51,75.06,28.8
55,71.56,31.09
59,70.5,27.95
91,90.25,28.16
93,90.62,28.33
51,52.5,20.8
93,90.31,28.26
91,85.56,22.98
37,62.56,31.62
77,92.12,26.98
93,92.25,27.46
77,81.0,29.49
87,83.12,25.51
55,77.62,16.12
96,93.19,28.81
98,90.94,28.4
95,91.0,28.72
78,79.44,17.12
64,63.94,17.24
93,93.38,27.34
39,67.69,32.27
92,84.75,23.73
89,90.69,27.75
84,86.38,29.78
93,90.81,27.48
33,32.31,26.71
80,73.19,27.68
95,93.88,28.12
52,63.94,31.5
79,88.06,28.51
84,75.62,26.77
80,86.19,18.63
91,90.75,26.77
97,91.5,27.26
91,92.31,28.46
58,68.69,29.17
93,87.0,26.96
79,91.0,27.25
51,78.75,30.61
59,73.62,21.01
61,73.88,23.26
39,51.88,19.98
87,86.06,25.35
93,90.62,27.48
62,54.25,17.42
82,76.06,22.98
81,76.5,18.98
80,89.56,14.44
45,50.19,27.53
90,88.44,29.34
95,93.5,28.31
38,53.88,24.08
94,84.81,29.52
96,93.06,28.21
91,91.44,23.55
89,81.19,20.86
62,66.88,16.68
51,68.94,32.19
54,72.5,19.52
41,57.31,19.3
85,88.44,28.78
86,85.44,28.26
94,85.06,29.69
80,87.56,19.28
91,82.81,30.63
91,90.88,28.08
47,56.12,24.51
79,74.75,19.94
53,89.12,28.41
91,82.56,27.26
96,94.31,27.82
92,72.0,25.1
47,79.31,22.54
91,88.69,28.39
96,91.62,27.48
88,87.44,28.31
91,92.5,27.41
77,88.0,28.04
43,78.94,26.42
65,60.62,18.62
95,92.56,27.48
50,56.19,25.58
79,87.56,28.28
65,77.44,30.64
77,85.56,16.42
86,82.31,28.36
79,87.06,28.87
45,52.75,18.4
91,90.06,28.83
80,86.06,19.19
78,84.88,29.39
95,91.19,27.83
90,94.31,26.45
78,88.0,28.48
51,65.12,24.45
80,79.0,30.21
78,83.06,29.02
73,84.56,29.93
95,89.25,27.9
92,88.62,27.97
79,86.88,28.69
51,66.88,17.53
72,76.56,25.44
84,93.94,27.91
79,82.94,29.44
97,91.94,28.02
34,64.0,31.89
36,45.38,27.76
83,77.81,28.09
79,80.19,13.01
84,86.5,28.85
48,51.12,24.15
55,63.0,17.73
51,74.81,29.11
52,52.88,20.12
91,90.75,28.25
52,75.38,30.75
58,79.31,29.89
82,87.0,17.54
71,70.38,17.43
78,75.12,18.56
51,73.69,29.62
41,40.81,28.01
95,86.19,28.51
82,83.5,24.65
94,91.94,28.42
92,76.44,21.08
98,93.88,27.98
84,90.06,28.16
78,88.25,28.19
59,66.44,21.39
82,83.81,14.78
90,92.19,27.78
76,87.94,28.1
46,63.56,26.23
89,82.25,28.93
83,82.94,16.55
45,49.75,27.06
94,90.94,27.78
94,93.0,27.4
95,83.44,29.08
43,75.06,27.52
91,87.38,28.22
45,69.94,26.41
88,86.81,26.65
78,76.94,17.91
63,70.81,20.18
45,53.75,17.27
96,92.69,27.63
82,85.88,18.48
82,85.69,19.58
86,79.94,22.48
86,88.94,28.05
84,88.81,29.55
83,84.5,30.1
48,58.19,18.13
88,88.12,28.54
90,91.56,28.88
91,84.31,27.15
38,62.62,32.9
51,73.19,31.35
90,91.31,28.3
71,71.06,14.46
88,83.88,26.95
81,88.94,28.23
52,72.62,30.99
84,86.94,28.42
94,93.44,28.79
90,87.12,29.07
77,78.12,29.34
96,93.31,28.01
76,82.75,19.4
45,60.12,16.53
55,67.62,30.94
92,89.88,28.32
42,72.06,28.4
90,92.38,27.8
86,90.12,28.89
36,36.31,29.0
90,91.75,28.45
95,91.75,27.68
41,65.75,32.74
42,70.5,28.95
95,85.44,28.08
43,61.19,27.97
91,89.06,28.97
49,63.56,16.6
76,83.12,28.3
83,81.44,14.77
91,91.25,28.17
44,63.88,20.16
77,74.5,18.0
93,91.69,27.68
34,61.38,31.73
95,85.0,26.98
90,88.56,27.6
91,89.5,28.95
45,36.88,23.0
56,80.62,29.57
82,86.38,25.81
91,91.56,27.95
91,89.56,28.72
91,78.25,28.09
47,62.94,25.8
64,80.38,30.14
77,81.5,29.08
41,60.94,23.89
95,89.81,28.77
91,87.38,28.62
62,78.19,23.3
55,76.31,29.9
79,87.19,14.67
93,90.38,28.05
91,94.62,28.1
